title,url
Cumhurbaşkanı Erdoğan’ın Yeni Ekonomik Paket Açıklaması,https://www.trthaber.com/haber/turkiye/cumhurbaskani-erdogan-yeni-ekonomik-paket-aciklamasi-123456.html
Türkiye-AB İlişkilerinde Son Durum,https://www.bbc.com/turkce/haberler/2024/01/01/turkiye-ab-iliskilerinde-son-durum
Yerel Seçimlerde Sonuçlar ve Analizler,https://www.hurriyet.com.tr/gundem/yerel-secimlerde-sonuclar-ve-analizler-12345678
Meclis’te Yeni Yasalar Görüşülüyor,https://www.sabah.com.tr/gundem/mecliste-yeni-yasalar-gorusuluyor-2024-01-01
Siyasi Partilerden Seçim Stratejileri,https://www.sozcu.com.tr/2024/gundem/siyasi-partilerden-secim-stratejileri-7466281
Covid-19’a Karşı Yeni Aşı Onaylandı,https://www.trthaber.com/haber/saglik/covid-19a-karsi-yeni-asi-onaylandi-123456.html
Türkiye’de Sağlık Reformları ve Etkileri,https://www.bbc.com/turkce/haberler/2024/01/02/turkiye-saglik-reformlari
Sağlıkta Dijitalleşme: Yeni Uygulamalar,https://www.hurriyet.com.tr/saglik/saglikta-dijitallesme-yeni-uygulamalar-12345678
Büyük Hastanelerde Randevu Sorunları,https://www.sabah.com.tr/saglik/buyuk-hastanelerde-randevu-sorunlari-2024-01-02
Aşı Olmayanlara Yeni Kısıtlamalar,https://www.sozcu.com.tr/2024/saglik/asi-olmayanlara-yeni-kisitlamalar-7466282
Yeni Eğitim Yılı İçin Ders Programları Açıklandı,https://www.trthaber.com/haber/egitim/yeni-egitim-yili-icin-ders-programlari-aciklandi-123456.html
Uzaktan Eğitimde Başarı Oranları,https://www.bbc.com/turkce/haberler/2024/01/03/uzaktan-egitimde-basari-oranlari
Öğrenci Kayıtları İçin Son Tarih,https://www.hurriyet.com.tr/egitim/ogrenci-kayitlari-icin-son-tarih-12345678
Öğretmen Atamaları ve Eğitimde Değişiklikler,https://www.sabah.com.tr/egitim/ogretmen-atamalari-ve-egitimde-degisiklikler-2024-01-03
Eğitimde Teknoloji Kullanımı Artıyor,https://www.sozcu.com.tr/2024/egitim/egitimde-teknoloji-kullanimi-artiyor-7466283
Döviz Kurları ve Ekonomik Tahminler,https://www.trthaber.com/haber/ekonomi/doviz-kurlari-ve-ekonomik-tahminler-123456.html
Enflasyon Raporu ve Etkileri,https://www.bbc.com/turkce/haberler/2024/01/04/enflasyon-raporu-ve-etkileri
Borsa ve Finans Piyasalarındaki Son Gelişmeler,https://www.hurriyet.com.tr/ekonomi/borsa-ve-finans-piyasalarindaki-son-gelismeler-12345678
Türkiye Ekonomisinde Büyüme Rakamları,https://www.sabah.com.tr/ekonomi/turkiye-ekonomisinde-buyume-rakamlari-2024-01-04
Yeni Yatırım Projeleri ve Ekonomik Etkileri,https://www.sozcu.com.tr/2024/ekonomi/yeni-yatirim-projeleri-ve-ekonomik-etkileri-7466284
